move_id,move_name,move_type,move_category,move_PP,move_power,move_accuracy,move_gen
565,Phantom Force,Ghost,Physical,10,90,100,6
566,Trick-or-Treat,Ghost,Status,20,-1,100,6
567,Noble Roar,Normal,Status,30,-1,100,6
568,Ion Deluge,Electric,Status,25,-1,-1,6
569,Parabolic Charge,Electric,Special,20,65,100,6
570,Forest's Curse,Grass,Status,20,-1,100,6
571,Petal Blizzard,Grass,Physical,15,90,100,6
572,Freeze-Dry,Ice,Special,20,70,100,6
573,Disarming Voice,Fairy,Special,15,40,-1,6
574,Parting Shot,Dark,Status,20,-1,100,6
575,Topsy-Turvy,Dark,Status,20,-1,-1,6
576,Draining Kiss,Fairy,Special,10,50,100,6
577,Crafty Shield,Fairy,Status,10,-1,-1,6
578,Flower Shield,Fairy,Status,10,-1,-1,6
579,Grassy Terrain,Grass,Status,10,-1,-1,6
580,Misty Terrain,Fairy,Status,10,-1,-1,6
581,Electrify,Electric,Status,20,-1,-1,6
582,Play Rough,Fairy,Physical,10,90,90,6
583,Fairy Wind,Fairy,Special,30,40,100,6
584,Moonblast,Fairy,Special,15,95,100,6
585,Boomburst,Normal,Special,10,140,100,6
586,Fairy Lock,Fairy,Status,10,-1,-1,6
587,King's Shield,Steel,Status,10,-1,-1,6
588,Play Nice,Normal,Status,20,-1,-1,6
589,Confide,Normal,Status,20,-1,-1,6
590,Diamond Storm,Rock,Physical,5,100,95,6
591,Steam Eruption,Water,Special,5,110,95,6
592,Hyperspace Hole,Psychic,Special,5,80,-1,6
593,Water Shuriken,Water,Special,20,15,100,6
594,Mystical Fire,Fire,Special,10,70,100,6
595,Spiky Shield,Grass,Status,10,-1,-1,6
596,Aromatic Mist,Fairy,Status,20,-1,-1,6
597,Eerie Impulse,Electric,Status,15,-1,100,6
598,Venom Drench,Poison,Status,20,-1,100,6
599,Powder,Bug,Status,20,-1,100,6
600,Geomancy,Fairy,Status,10,-1,-1,6
601,Magnetic Flux,Electric,Status,20,-1,-1,6
602,Happy Hour,Normal,Status,30,-1,-1,6
603,Electric Terrain,Electric,Status,10,-1,-1,6
604,Dazzling Gleam,Fairy,Special,10,80,100,6
605,Celebrate,Normal,Status,40,-1,-1,6
606,Hold Hands,Normal,Status,40,-1,-1,6
607,Baby-Doll Eyes,Fairy,Status,30,-1,100,6
608,Nuzzle,Electric,Physical,20,20,100,6
609,Hold Back,Normal,Physical,40,40,100,6
610,Infestation,Bug,Special,20,20,100,6
611,Power-Up Punch,Fighting,Physical,20,40,100,6
612,Oblivion Wing,Flying,Special,10,80,100,6
613,Thousand Arrows,Ground,Physical,10,90,100,6
614,Thousand Waves,Ground,Physical,10,90,100,6
615,Land's Wrath,Ground,Physical,10,90,100,6
616,Light of Ruin,Fairy,Special,5,140,90,6
617,Origin Pulse,Water,Special,10,110,85,6
618,Precipice Blades,Ground,Physical,10,120,85,6
619,Dragon Ascent,Flying,Physical,5,120,100,6
620,Hyperspace Fury,Dark,Physical,5,100,-1,6
621,Breakneck Blitz,Normal,Varies,-1,-1,-1,7
622,Breakneck Blitz,Normal,Varies,-1,-1,-1,7
623,All-Out Pummeling,Fighting,Varies,-1,-1,-1,7
624,All-Out Pummeling,Fighting,Varies,-1,-1,-1,7
625,Supersonic Skystrike,Flying,Varies,-1,-1,-1,7
626,Supersonic Skystrike,Flying,Varies,-1,-1,-1,7
627,Acid Downpour,Poison,Varies,-1,-1,-1,7
628,Acid Downpour,Poison,Varies,-1,-1,-1,7
629,Tectonic Rage,Ground,Varies,-1,-1,-1,7
630,Tectonic Rage,Ground,Varies,-1,-1,-1,7
631,Continental Crush,Rock,Varies,-1,-1,-1,7
632,Continental Crush,Rock,Varies,-1,-1,-1,7
633,Savage Spin-Out,Bug,Varies,-1,-1,-1,7
634,Savage Spin-Out,Bug,Varies,-1,-1,-1,7
635,Never-Ending Nightmare,Ghost,Varies,-1,-1,-1,7
636,Never-Ending Nightmare,Ghost,Varies,-1,-1,-1,7
637,Corkscrew Crash,Steel,Varies,-1,-1,-1,7
638,Corkscrew Crash,Steel,Varies,-1,-1,-1,7
639,Inferno Overdrive,Fire,Varies,-1,-1,-1,7
640,Inferno Overdrive,Fire,Varies,-1,-1,-1,7
641,Hydro Vortex,Water,Varies,-1,-1,-1,7
642,Hydro Vortex,Water,Varies,-1,-1,-1,7
643,Bloom Doom,Grass,Varies,-1,-1,-1,7
644,Bloom Doom,Grass,Varies,-1,-1,-1,7
645,Gigavolt Havoc,Electric,Varies,-1,-1,-1,7
646,Gigavolt Havoc,Electric,Varies,-1,-1,-1,7
647,Shattered Psyche,Psychic,Varies,-1,-1,-1,7
648,Shattered Psyche,Psychic,Varies,-1,-1,-1,7
649,Subzero Slammer,Ice,Varies,-1,-1,-1,7
650,Subzero Slammer,Ice,Varies,-1,-1,-1,7
651,Devastating Drake,Dragon,Varies,-1,-1,-1,7
652,Devastating Drake,Dragon,Varies,-1,-1,-1,7
653,Black Hole Eclipse,Dark,Varies,-1,-1,-1,7
654,Black Hole Eclipse,Dark,Varies,-1,-1,-1,7
655,Twinkle Tackle,Fairy,Varies,-1,-1,-1,7
656,Twinkle Tackle,Fairy,Varies,-1,-1,-1,7
657,Catastropika,Electric,Physical,-1,210,-1,7
658,Shore Up,Ground,Status,10,-1,-1,7
659,First Impression,Bug,Physical,10,90,100,7
660,Baneful Bunker,Poison,Status,10,-1,-1,7
661,Spirit Shackle,Ghost,Physical,10,80,100,7
662,Darkest Lariat,Dark,Physical,10,85,100,7
663,Sparkling Aria,Water,Special,10,90,100,7
664,Ice Hammer,Ice,Physical,10,100,90,7
665,Floral Healing,Fairy,Status,10,-1,-1,7
666,High Horsepower,Ground,Physical,10,95,95,7
667,Strength Sap,Grass,Status,10,-1,100,7
668,Solar Blade,Grass,Physical,10,125,100,7
669,Leafage,Grass,Physical,40,40,100,7
670,Spotlight,Normal,Status,15,-1,-1,7
671,Toxic Thread,Poison,Status,20,-1,100,7
672,Laser Focus,Normal,Status,30,-1,-1,7
673,Gear Up,Steel,Status,20,-1,-1,7
674,Throat Chop,Dark,Physical,15,80,100,7
675,Pollen Puff,Bug,Special,15,90,100,7
676,Anchor Shot,Steel,Physical,20,80,100,7
677,Psychic Terrain,Psychic,Status,10,-1,-1,7
678,Lunge,Bug,Physical,15,80,100,7
679,Fire Lash,Fire,Physical,15,80,100,7
680,Power Trip,Dark,Physical,10,20,100,7
681,Burn Up,Fire,Special,5,130,100,7
682,Speed Swap,Psychic,Status,10,-1,-1,7
683,Smart Strike,Steel,Physical,10,70,-1,7
684,Purify,Poison,Status,20,-1,-1,7
685,Revelation Dance,Normal,Special,15,90,100,7
686,Core Enforcer,Dragon,Special,10,100,100,7
687,Trop Kick,Grass,Physical,15,70,100,7
688,Instruct,Psychic,Status,15,-1,-1,7
689,Beak Blast,Flying,Physical,15,100,100,7
690,Clanging Scales,Dragon,Special,5,110,100,7
691,Dragon Hammer,Dragon,Physical,15,90,100,7
692,Brutal Swing,Dark,Physical,20,60,100,7
693,Aurora Veil,Ice,Status,20,-1,-1,7
694,Sinister Arrow Raid,Ghost,Physical,-1,180,-1,7
695,Malicious Moonsault,Dark,Physical,-1,180,-1,7
696,Oceanic Operetta,Water,Special,-1,195,-1,7
697,Guardian of Alola,Fairy,Special,-1,-1,-1,7
698,Soul-Stealing 7-Star Strike,Ghost,Physical,-1,195,-1,7
699,Stoked Sparksurfer,Electric,Special,-1,175,-1,7
700,Pulverizing Pancake,Normal,Physical,-1,210,-1,7
701,Extreme Evoboost,Normal,Status,-1,-1,-1,7
702,Genesis Supernova,Psychic,Special,-1,185,-1,7
703,Shell Trap,Fire,Special,5,150,100,7
704,Fleur Cannon,Fairy,Special,5,130,90,7
705,Psychic Fangs,Psychic,Physical,10,85,100,7
706,Stomping Tantrum,Ground,Physical,10,75,100,7
707,Shadow Bone,Ghost,Physical,10,85,100,7
708,Accelerock,Rock,Physical,20,40,100,7
709,Liquidation,Water,Physical,10,85,100,7
710,Prismatic Laser,Psychic,Special,10,160,100,7
711,Spectral Thief,Ghost,Physical,10,90,100,7
712,Sunsteel Strike,Steel,Physical,5,100,100,7
713,Moongeist Beam,Ghost,Special,5,100,100,7
714,Tearful Look,Normal,Status,20,-1,-1,7
715,Zing Zap,Electric,Physical,10,80,100,7
716,Nature's Madness,Fairy,Special,10,-1,90,7
717,Multi-Attack,Normal,Physical,10,120,100,7
718,"10,000,000 Volt Thunderbolt",Electric,Special,-1,195,-1,7
719,Mind Blown,Fire,Special,5,150,100,7
720,Plasma Fists,Electric,Physical,15,100,100,7
721,Photon Geyser,Psychic,Special,5,100,100,7
722,Light That Burns the Sky,Psychic,Special,-1,200,-1,7
723,Searing Sunraze Smash,Steel,Physical,-1,200,-1,7
724,Menacing Moonraze Maelstrom,Ghost,Special,-1,200,-1,7
725,Let's Snuggle Forever,Fairy,Physical,-1,190,-1,7
726,Splintered Stormshards,Rock,Physical,-1,190,-1,7
727,Clangorous Soulblaze,Dragon,Special,-1,185,-1,7
728,Zippy Zap,Electric,Physical,15,50,100,7
729,Splishy Splash,Water,Special,15,90,100,7
730,Floaty Fall,Flying,Physical,15,90,95,7
731,Pika Papow,Electric,Special,20,-1,-1,7
732,Bouncy Bubble,Water,Special,15,90,100,7
733,Buzzy Buzz,Electric,Special,15,90,100,7
734,Sizzly Slide,Fire,Physical,15,90,100,7
735,Glitzy Glow,Psychic,Special,15,90,100,7
736,Baddy Bad,Dark,Special,15,90,100,7
737,Sappy Seed,Grass,Physical,15,90,100,7
738,Freezy Frost,Ice,Special,15,90,100,7
739,Sparkly Swirl,Fairy,Special,15,90,100,7
740,Veevee Volley,Normal,Physical,20,-1,-1,7
741,Double Iron Bash,Steel,Physical,5,60,100,7
742,Max Guard,Normal,Status,-1,-1,-1,8
743,Dynamax Cannon,Dragon,Special,5,100,100,8
744,Snipe Shot,Water,Special,15,80,100,8
745,Jaw Lock,Dark,Physical,10,80,100,8
746,Stuff Cheeks,Normal,Status,10,-1,-1,8
747,No Retreat,Fighting,Status,5,-1,-1,8
748,Tar Shot,Rock,Status,15,-1,100,8
749,Magic Powder,Psychic,Status,20,-1,100,8
750,Dragon Darts,Dragon,Physical,10,50,100,8
751,Teatime,Normal,Status,10,-1,-1,8
752,Octolock,Fighting,Status,15,-1,100,8
753,Bolt Beak,Electric,Physical,10,85,100,8
754,Fishious Rend,Water,Physical,10,85,100,8
755,Court Change,Normal,Status,10,-1,100,8
756,Max Flare,Fire,Varies,-1,-1,-1,8
757,Max Flutterby,Bug,Varies,-1,-1,-1,8
758,Max Lightning,Electric,Varies,-1,-1,-1,8
759,Max Strike,Normal,Varies,-1,-1,-1,8
760,Max Knuckle,Fighting,Varies,-1,-1,-1,8
761,Max Phantasm,Ghost,Varies,-1,-1,-1,8
762,Max Hailstorm,Ice,Varies,-1,-1,-1,8
763,Max Ooze,Poison,Varies,-1,-1,-1,8
764,Max Geyser,Water,Varies,-1,-1,-1,8
765,Max Airstream,Flying,Varies,-1,-1,-1,8
766,Max Starfall,Fairy,Varies,-1,-1,-1,8
767,Max Wyrmwind,Dragon,Varies,-1,-1,-1,8
768,Max Mindstorm,Psychic,Varies,-1,-1,-1,8
769,Max Rockfall,Rock,Varies,-1,-1,-1,8
770,Max Quake,Ground,Varies,-1,-1,-1,8
771,Max Darkness,Dark,Varies,-1,-1,-1,8
772,Max Overgrowth,Grass,Varies,-1,-1,-1,8
773,Max Steelspike,Steel,Varies,-1,-1,-1,8
774,Clangorous Soul,Dragon,Status,5,-1,-1,8
775,Body Press,Fighting,Physical,10,80,100,8
776,Decorate,Fairy,Status,15,-1,-1,8
777,Drum Beating,Grass,Physical,10,80,100,8
778,Snap Trap,Grass,Physical,15,35,100,8
779,Pyro Ball,Fire,Physical,5,120,90,8
780,Behemoth Blade,Steel,Physical,5,100,100,8
781,Behemoth Bash,Steel,Physical,5,100,100,8
782,Aura Wheel,Electric,Physical,10,110,100,8
783,Breaking Swipe,Dragon,Physical,15,60,100,8
784,Branch Poke,Grass,Physical,40,40,100,8
785,Overdrive,Electric,Special,10,80,100,8
786,Apple Acid,Grass,Special,10,80,100,8
787,Grav Apple,Grass,Physical,10,80,100,8
788,Spirit Break,Fairy,Physical,15,75,100,8
789,Strange Steam,Fairy,Special,10,90,95,8
790,Life Dew,Water,Status,10,-1,-1,8
791,Obstruct,Dark,Status,10,-1,100,8
792,False Surrender,Dark,Physical,10,80,-1,8
793,Meteor Assault,Fighting,Physical,5,150,100,8
794,Eternabeam,Dragon,Special,5,160,90,8
795,Steel Beam,Steel,Special,5,140,95,8
796,Expanding Force,Psychic,Special,10,80,100,8
797,Steel Roller,Steel,Physical,5,130,100,8
798,Scale Shot,Dragon,Physical,20,25,90,8
799,Meteor Beam,Rock,Special,10,120,90,8
800,Shell Side Arm,Poison,Special,10,90,100,8
801,Misty Explosion,Fairy,Special,5,100,100,8
802,Grassy Glide,Grass,Physical,20,70,100,8
803,Rising Voltage,Electric,Special,20,70,100,8
804,Terrain Pulse,Normal,Special,10,50,100,8
805,Skitter Smack,Bug,Physical,10,70,90,8
806,Burning Jealousy,Fire,Special,5,70,100,8
807,Lash Out,Dark,Physical,5,75,100,8
808,Poltergeist,Ghost,Physical,5,110,90,8
809,Corrosive Gas,Poison,Status,40,-1,100,8
810,Coaching,Fighting,Status,10,-1,-1,8
811,Flip Turn,Water,Physical,20,60,100,8
812,Triple Axel,Ice,Physical,10,20,90,8
813,Dual Wingbeat,Flying,Physical,10,40,90,8
814,Scorching Sands,Ground,Special,10,70,100,8
815,Jungle Healing,Grass,Status,10,-1,-1,8
816,Wicked Blow,Dark,Physical,5,80,100,8
817,Surging Strikes,Water,Physical,5,25,100,8
818,Thunder Cage,Electric,Special,15,80,90,8
819,Dragon Energy,Dragon,Special,5,150,100,8
820,Freezing Glare,Psychic,Special,10,90,100,8
821,Fiery Wrath,Dark,Special,10,90,100,8
822,Thunderous Kick,Fighting,Physical,10,90,100,8
823,Glacial Lance,Ice,Physical,5,130,100,8
824,Astral Barrage,Ghost,Special,5,120,100,8
825,Eerie Spell,Psychic,Special,5,80,100,8
826,Dire Claw,Poison,Physical,15,60,100,8
827,Psyshield Bash,Psychic,Physical,10,70,90,8
828,Power Shift,Normal,Status,10,-1,-1,8
829,Stone Axe,Rock,Physical,15,65,90,8
830,Springtide Storm,Fairy,Special,5,95,80,8
831,Mystical Power,Psychic,Special,10,70,90,8
832,Raging Fury,Fire,Physical,10,90,85,8
833,Wave Crash,Water,Physical,10,75,100,8
834,Chloroblast,Grass,Special,5,120,95,8
835,Mountain Gale,Ice,Physical,5,100,85,8
836,Victory Dance,Fighting,Status,20,-1,-1,8
837,Headlong Rush,Ground,Physical,5,100,100,8
838,Barb Barrage,Poison,Physical,15,60,100,8
839,Esper Wing,Psychic,Special,10,75,90,8
840,Bitter Malice,Ghost,Special,15,60,100,8
841,Shelter,Steel,Status,10,-1,-1,8
842,Triple Arrows,Fighting,Physical,15,50,100,8
843,Infernal Parade,Ghost,Special,15,60,100,8
844,Ceaseless Edge,Dark,Physical,15,65,90,8
845,Bleakwind Storm,Flying,Special,5,95,80,8
846,Wildbolt Storm,Electric,Special,5,95,80,8
847,Sandsear Storm,Ground,Special,5,95,80,8
848,Lunar Blessing,Psychic,Status,10,-1,-1,8
849,Take Heart,Psychic,Status,10,-1,-1,8
